ORDER_ID,ORDER_DATE,MONTH_NUM,MONTH_NAME,QUARTER,YEAR_
1447365993,1/21/18,1,Jan,1,2018
1447223051,12/29/18,12,Dec,4,2018
1447260686,4/1/18,4,Apr,2,2018
1447299202,5/31/18,5,May,2,2018
1447330061,3/1/18,3,Mar,1,2018
1447260670,9/24/18,9,Sep,3,2018
1447157119,4/6/18,4,Apr,2,2018
1447205082,4/23/18,4,Apr,2,2018
1447398412,4/26/18,4,Apr,2,2018
1447257238,8/22/18,8,Aug,3,2018
1447241003,11/13/18,11,Nov,4,2018
1447398481,8/20/18,8,Aug,3,2018
1447398420,6/1/18,6,Jun,2,2018
1447308592,7/28/18,7,Jul,3,2018
1447241005,12/3/18,12,Dec,4,2018
1447191288,1/14/18,1,Jan,1,2018
1447232831,11/7/18,11,Nov,4,2018
1447377317,2/11/18,2,Feb,1,2018
1447211552,7/26/18,7,Jul,3,2018
1447257266,9/12/18,9,Sep,3,2018
1447365979,12/3/18,12,Dec,4,2018
1447299203,5/1/18,5,May,2,2018
1447257425,6/7/18,6,Jun,2,2018
1447260633,7/4/18,7,Jul,3,2018
1447296448,8/22/18,8,Aug,3,2018
1447363577,3/29/18,3,Mar,1,2018
1447320237,1/28/18,1,Jan,1,2018
1447202431,6/10/18,6,Jun,2,2018
1447211553,3/3/18,3,Mar,1,2018
1447219352,6/28/18,6,Jun,2,2018
1447320235,5/18/18,5,May,2,2018
1447158020,2/26/18,2,Feb,1,2018
1447260609,7/14/18,7,Jul,3,2018
1447158014,6/1/18,6,Jun,2,2018
1447191275,5/23/18,5,May,2,2018
1447170786,5/6/18,5,May,2,2018
1447138897,3/30/18,3,Mar,1,2018
1447240999,4/2/18,4,Apr,2,2018
1447320234,6/28/18,6,Jun,2,2018
1447351442,7/29/18,7,Jul,3,2018
1447381680,1/15/18,1,Jan,1,2018
1447178728,8/23/18,8,Aug,3,2018
1447398417,10/21/18,10,Oct,4,2018
1447191280,2/14/18,2,Feb,1,2018
1447308639,3/10/18,3,Mar,1,2018
1447155061,10/1/18,10,Oct,4,2018
1447155063,7/25/18,7,Jul,3,2018
1447260619,7/3/18,7,Jul,3,2018
1447398415,2/11/18,2,Feb,1,2018
1447191291,7/7/18,7,Jul,3,2018
1447202234,1/17/18,1,Jan,1,2018
1447260620,10/14/18,10,Oct,4,2018
1447143192,5/20/18,5,May,2,2018
1447241008,11/2/18,11,Nov,4,2018
1447155059,5/22/18,5,May,2,2018
1447232834,5/29/18,5,May,2,2018
1447178730,7/5/18,7,Jul,3,2018
1447308638,9/5/18,9,Sep,3,2018
1447143211,11/25/18,11,Nov,4,2018
1447254054,11/19/18,11,Nov,4,2018
1447170787,1/23/18,1,Jan,1,2018
1447219267,5/24/18,5,May,2,2018
1447296452,6/26/18,6,Jun,2,2018
1447232836,2/3/18,2,Feb,1,2018
1447138895,5/11/18,5,May,2,2018
1447178731,9/12/18,9,Sep,3,2018
1447138905,6/18/18,6,Jun,2,2018
1447211523,6/10/18,6,Jun,2,2018
1447364332,8/22/18,8,Aug,3,2018
1447260626,10/8/18,10,Oct,4,2018
1447398418,4/10/18,4,Apr,2,2018
1447308588,8/18/18,8,Aug,3,2018
1447202440,4/20/18,4,Apr,2,2018
1447351443,9/22/18,9,Sep,3,2018
1447158021,6/16/18,6,Jun,2,2018
1447316598,4/25/18,4,Apr,2,2018
1447155064,12/6/18,12,Dec,4,2018
1447329979,9/24/18,9,Sep,3,2018
1447191278,4/1/18,4,Apr,2,2018
1447373139,3/5/18,3,Mar,1,2018
1447363982,3/14/18,3,Mar,1,2018
1447211524,4/4/18,4,Apr,2,2018
1447202439,10/24/18,10,Oct,4,2018
1447241230,3/30/18,3,Mar,1,2018
1447143197,4/11/18,4,Apr,2,2018
1447158022,6/21/18,6,Jun,2,2018
1447170790,2/22/18,2,Feb,1,2018
1447254059,2/1/18,2,Feb,1,2018
1447316597,9/24/18,9,Sep,3,2018
1447381636,12/24/18,12,Dec,4,2018
1447178729,12/5/18,12,Dec,4,2018
1447202433,12/30/18,12,Dec,4,2018
1447138903,5/31/18,5,May,2,2018
1447296449,12/6/18,12,Dec,4,2018
1447296451,10/24/18,10,Oct,4,2018
1447358736,10/24/18,10,Oct,4,2018
1447202425,1/18/18,1,Jan,1,2018
1447143196,3/5/18,3,Mar,1,2018
1447202193,2/25/18,2,Feb,1,2018
1447211522,5/12/18,5,May,2,2018
1447158025,5/9/18,5,May,2,2018
1447352432,12/9/18,12,Dec,4,2018
1447155058,4/16/18,4,Apr,2,2018
1447170794,12/5/18,12,Dec,4,2018
1447191283,1/27/18,1,Jan,1,2018
1447306623,5/25/18,5,May,2,2018
1447306542,11/11/18,11,Nov,4,2018
1447392841,8/12/18,8,Aug,3,2018
1447306544,8/31/18,8,Aug,3,2018
1447189596,5/26/18,5,May,2,2018
1447189595,10/21/18,10,Oct,4,2018
1447189594,4/20/18,4,Apr,2,2018
1447405924,3/28/18,3,Mar,1,2018
1447306545,2/11/18,2,Feb,1,2018
1447182455,7/30/18,7,Jul,3,2018
1447320770,12/26/18,12,Dec,4,2018
1447317000,12/31/18,12,Dec,4,2018
1447320724,10/26/18,10,Oct,4,2018
1447306568,6/25/18,6,Jun,2,2018
1447306638,3/14/18,3,Mar,1,2018
1447399897,9/11/18,9,Sep,3,2018
1447306541,2/16/18,2,Feb,1,2018
1447306622,11/30/18,11,Nov,4,2018
1447320842,1/28/18,1,Jan,1,2018
1447399895,9/10/18,9,Sep,3,2018
1447320824,8/8/18,8,Aug,3,2018
1447418501,3/1/18,3,Mar,1,2018
1447379298,6/24/18,6,Jun,2,2018
1447269469,7/5/18,7,Jul,3,2018
1447379326,5/11/18,5,May,2,2018
1447269471,7/8/18,7,Jul,3,2018
1447182454,9/18/18,9,Sep,3,2018
1447379202,10/17/18,10,Oct,4,2018
1447344846,2/22/18,2,Feb,1,2018
1447412853,8/13/18,8,Aug,3,2018
1447313127,3/16/18,3,Mar,1,2018
1447320656,2/9/18,2,Feb,1,2018
1447269470,8/25/18,8,Aug,3,2018
1447182459,1/13/18,1,Jan,1,2018
1447182461,1/21/18,1,Jan,1,2018
1447410409,6/29/18,6,Jun,2,2018
1447306546,9/9/18,9,Sep,3,2018
1447403804,9/26/18,9,Sep,3,2018
1447392327,4/19/18,4,Apr,2,2018
1447392329,3/1/18,3,Mar,1,2018
1447392328,8/29/18,8,Aug,3,2018
1447320843,9/3/18,9,Sep,3,2018
1447379299,8/3/18,8,Aug,3,2018
1447399896,1/1/18,1,Jan,1,2018
1447355126,6/26/18,6,Jun,2,2018
1447379325,1/23/18,1,Jan,1,2018
1447182475,10/24/18,10,Oct,4,2018
1447182479,8/20/18,8,Aug,3,2018
1447320825,7/26/18,7,Jul,3,2018
1447405963,6/15/18,6,Jun,2,2018
1447320802,5/13/18,5,May,2,2018
1447306593,6/23/18,6,Jun,2,2018
1447306625,5/20/18,5,May,2,2018
1447405948,1/2/18,1,Jan,1,2018
1447182482,3/4/18,3,Mar,1,2018
1447405955,9/18/18,9,Sep,3,2018
1447325922,8/12/18,8,Aug,3,2018
1447182469,11/12/18,11,Nov,4,2018
1447392876,3/25/18,3,Mar,1,2018
1447325914,11/7/18,11,Nov,4,2018
1447325916,6/15/18,6,Jun,2,2018
1447269587,2/10/18,2,Feb,1,2018
1447182481,6/8/18,6,Jun,2,2018
1447406047,4/6/18,4,Apr,2,2018
1447242979,4/21/18,4,Apr,2,2018
1447340138,9/18/18,9,Sep,3,2018
1447252497,3/29/18,3,Mar,1,2018
1447340137,5/31/18,5,May,2,2018
1447182464,2/21/18,2,Feb,1,2018
1447405956,2/22/18,2,Feb,1,2018
1447405946,4/7/18,4,Apr,2,2018
1447365155,1/3/18,1,Jan,1,2018
1447405962,3/21/18,3,Mar,1,2018
1447316993,10/5/18,10,Oct,4,2018
1447340136,7/17/18,7,Jul,3,2018
1447331106,8/17/18,8,Aug,3,2018
1447182477,5/17/18,5,May,2,2018
1447325827,5/27/18,5,May,2,2018
1447325826,8/22/18,8,Aug,3,2018
1447320841,4/9/18,4,Apr,2,2018
1447399894,9/5/18,9,Sep,3,2018
1447405987,4/21/18,4,Apr,2,2018
1447320771,4/25/18,4,Apr,2,2018
1447182456,9/29/18,9,Sep,3,2018
1447320772,7/4/18,7,Jul,3,2018
1447327176,2/21/18,2,Feb,1,2018
1447386266,1/10/18,1,Jan,1,2018
1447306632,2/6/18,2,Feb,1,2018
1447392848,12/29/18,12,Dec,4,2018
1447182466,3/5/18,3,Mar,1,2018
1447254155,2/1/18,2,Feb,1,2018
1447392832,5/23/18,5,May,2,2018
1447316604,7/31/18,7,Jul,3,2018
1447182473,4/15/18,4,Apr,2,2018
1447392846,6/30/18,6,Jun,2,2018
1447182474,10/30/18,10,Oct,4,2018
1447241594,5/4/18,5,May,2,2018
1447392847,3/8/18,3,Mar,1,2018
1447392833,8/16/18,8,Aug,3,2018
1447182480,4/27/18,4,Apr,2,2018
1447405934,2/1/18,2,Feb,1,2018
1447182471,3/6/18,3,Mar,1,2018
1447344845,12/3/18,12,Dec,4,2018
1447412852,12/17/18,12,Dec,4,2018
1447182468,9/23/18,9,Sep,3,2018
1447182458,10/24/18,10,Oct,4,2018
1447313125,2/24/18,2,Feb,1,2018
1447405947,3/2/18,3,Mar,1,2018
1447344844,11/30/18,11,Nov,4,2018
1447182467,9/22/18,9,Sep,3,2018
1447313124,8/18/18,8,Aug,3,2018
1447182457,3/13/18,3,Mar,1,2018
1447313126,11/7/18,11,Nov,4,2018
1447306599,5/27/18,5,May,2,2018
1447306598,4/11/18,4,Apr,2,2018
1447343378,2/5/18,2,Feb,1,2018
1447306540,3/20/18,3,Mar,1,2018
1447306543,4/4/18,4,Apr,2,2018
1447350176,7/13/18,7,Jul,3,2018
1447397994,9/30/18,9,Sep,3,2018
1447231068,8/6/18,8,Aug,3,2018
1447306539,11/19/18,11,Nov,4,2018
1447355122,10/16/18,10,Oct,4,2018
1447240888,6/23/18,6,Jun,2,2018
1447364832,8/15/18,8,Aug,3,2018
1447240889,6/1/18,6,Jun,2,2018
1447306547,8/22/18,8,Aug,3,2018
1447372032,3/4/18,3,Mar,1,2018
1447298091,7/24/18,7,Jul,3,2018
1447182462,10/24/18,10,Oct,4,2018
1447320773,4/8/18,4,Apr,2,2018
1447405933,2/21/18,2,Feb,1,2018
1447182478,12/4/18,12,Dec,4,2018
1447182470,12/2/18,12,Dec,4,2018
1447387682,6/13/18,6,Jun,2,2018
1447182465,8/27/18,8,Aug,3,2018
1447405925,9/22/18,9,Sep,3,2018
1447320725,12/13/18,12,Dec,4,2018
1447286437,8/26/18,8,Aug,3,2018
1447189588,8/21/18,8,Aug,3,2018
1447231071,12/17/18,12,Dec,4,2018
1447182463,3/26/18,3,Mar,1,2018
1447337605,5/1/18,5,May,2,2018
1447344825,2/5/18,2,Feb,1,2018
1447182453,12/25/18,12,Dec,4,2018
1447327230,4/8/18,4,Apr,2,2018
1447182472,9/17/18,9,Sep,3,2018
1447182476,4/20/18,4,Apr,2,2018
1447377331,10/3/18,10,Oct,4,2018
1447306550,11/23/18,11,Nov,4,2018
1447320801,8/31/18,8,Aug,3,2018
1447377332,8/28/18,8,Aug,3,2018
1447286434,3/9/18,3,Mar,1,2018
1447286433,12/7/18,12,Dec,4,2018
1447366430,12/14/18,12,Dec,4,2018
1447320823,4/17/18,4,Apr,2,2018
1447405949,12/15/18,12,Dec,4,2018
1447182452,6/14/18,6,Jun,2,2018
1447306624,2/9/18,2,Feb,1,2018
1447262012,6/28/18,6,Jun,2,2018
1447308835,4/23/18,4,Apr,2,2018
1447261867,2/20/18,2,Feb,1,2018
1447201701,12/4/18,12,Dec,4,2018
1447356153,8/5/18,8,Aug,3,2018
1447338332,10/30/18,10,Oct,4,2018
1447308150,8/28/18,8,Aug,3,2018
1447335437,4/7/18,4,Apr,2,2018
1447262050,3/26/18,3,Mar,1,2018
1447261869,1/13/18,1,Jan,1,2018
1447404340,9/11/18,9,Sep,3,2018
1447323414,3/10/18,3,Mar,1,2018
1447384151,1/20/18,1,Jan,1,2018
1447221634,1/31/18,1,Jan,1,2018
1447340633,10/30/18,10,Oct,4,2018
1447184596,5/26/18,5,May,2,2018
1447278500,2/20/18,2,Feb,1,2018
1447386297,11/21/18,11,Nov,4,2018
1447182392,6/24/18,6,Jun,2,2018
1447309255,8/9/18,8,Aug,3,2018
1447396767,1/31/18,1,Jan,1,2018
1447352019,7/20/18,7,Jul,3,2018
1447352021,7/7/18,7,Jul,3,2018
1447379197,11/10/18,11,Nov,4,2018
1447359555,4/13/18,4,Apr,2,2018
1447178244,12/30/18,12,Dec,4,2018
1447317148,2/13/18,2,Feb,1,2018
1447359554,11/12/18,11,Nov,4,2018
1447352022,8/30/18,8,Aug,3,2018
1447290014,7/29/18,7,Jul,3,2018
1447162260,3/31/18,3,Mar,1,2018
1447290012,5/8/18,5,May,2,2018
1447152289,11/8/18,11,Nov,4,2018
1447201512,8/2/18,8,Aug,3,2018
1447353625,9/24/18,9,Sep,3,2018
1447399905,10/17/18,10,Oct,4,2018
1447335401,2/10/18,2,Feb,1,2018
1447311716,6/29/18,6,Jun,2,2018
1447322708,9/24/18,9,Sep,3,2018
1447182396,1/20/18,1,Jan,1,2018
1447185194,6/4/18,6,Jun,2,2018
1447182387,6/25/18,6,Jun,2,2018
1447207513,11/21/18,11,Nov,4,2018
1447320602,2/22/18,2,Feb,1,2018
1447182386,8/27/18,8,Aug,3,2018
1447269478,4/25/18,4,Apr,2,2018
1447269480,10/19/18,10,Oct,4,2018
1447399908,6/16/18,6,Jun,2,2018
1447184600,3/10/18,3,Mar,1,2018
1447386506,9/2/18,9,Sep,3,2018
1447326639,9/23/18,9,Sep,3,2018
1447184597,7/15/18,7,Jul,3,2018
1447242879,1/11/18,1,Jan,1,2018
1447242878,4/3/18,4,Apr,2,2018
1447320603,5/21/18,5,May,2,2018
1447286436,12/8/18,12,Dec,4,2018
1447286435,4/2/18,4,Apr,2,2018
1447378806,8/27/18,8,Aug,3,2018
1447182405,4/23/18,4,Apr,2,2018
1447364749,5/3/18,5,May,2,2018
1447396881,9/24/18,9,Sep,3,2018
1447278503,12/4/18,12,Dec,4,2018
1447369945,3/25/18,3,Mar,1,2018
1447196785,4/16/18,4,Apr,2,2018
1447385927,8/25/18,8,Aug,3,2018
1447405875,10/27/18,10,Oct,4,2018
1447399899,12/14/18,12,Dec,4,2018
1447412842,6/17/18,6,Jun,2,2018
1447385918,2/6/18,2,Feb,1,2018
1447299630,5/23/18,5,May,2,2018
1447184611,10/16/18,10,Oct,4,2018
1447231050,11/4/18,11,Nov,4,2018
1447399900,4/17/18,4,Apr,2,2018
1447196787,2/10/18,2,Feb,1,2018
1447182372,3/4/18,3,Mar,1,2018
1447295077,9/22/18,9,Sep,3,2018
1447184608,12/18/18,12,Dec,4,2018
1447254398,8/12/18,8,Aug,3,2018
1447334666,7/22/18,7,Jul,3,2018
1447182400,5/25/18,5,May,2,2018
1447323148,10/10/18,10,Oct,4,2018
1447280406,6/19/18,6,Jun,2,2018
1447372039,6/20/18,6,Jun,2,2018
1447254397,9/3/18,9,Sep,3,2018
1447305783,8/14/18,8,Aug,3,2018
1447312169,1/19/18,1,Jan,1,2018
1447329265,4/7/18,4,Apr,2,2018
1447269476,10/18/18,10,Oct,4,2018
1447421844,5/11/18,5,May,2,2018
1447421255,6/13/18,6,Jun,2,2018
1447343381,5/16/18,5,May,2,2018
1447390884,1/5/18,1,Jan,1,2018
1447242880,6/24/18,6,Jun,2,2018
1447320329,4/25/18,4,Apr,2,2018
1447387536,6/23/18,6,Jun,2,2018
1447189600,1/27/18,1,Jan,1,2018
1447182388,5/7/18,5,May,2,2018
1447269474,10/4/18,10,Oct,4,2018
1447405842,5/19/18,5,May,2,2018
1447310423,6/21/18,6,Jun,2,2018
1447184603,10/14/18,10,Oct,4,2018
1447184602,3/6/18,3,Mar,1,2018
1447372038,7/3/18,7,Jul,3,2018
1447372031,10/27/18,10,Oct,4,2018
1447293053,2/4/18,2,Feb,1,2018
1447278507,2/12/18,2,Feb,1,2018
1447182404,3/4/18,3,Mar,1,2018
1447399903,9/10/18,9,Sep,3,2018
1447182406,4/27/18,4,Apr,2,2018
1447364735,2/14/18,2,Feb,1,2018
1447369944,9/6/18,9,Sep,3,2018
1447320651,8/30/18,8,Aug,3,2018
1447178352,7/30/18,7,Jul,3,2018
1447269475,12/26/18,12,Dec,4,2018
1447305206,3/5/18,3,Mar,1,2018
1447364747,1/22/18,1,Jan,1,2018
1447196784,10/14/18,10,Oct,4,2018
1447184610,6/22/18,6,Jun,2,2018
1447385926,5/15/18,5,May,2,2018
1447399902,1/18/18,1,Jan,1,2018
1447278508,1/15/18,1,Jan,1,2018
1447405876,4/11/18,4,Apr,2,2018
1447399898,8/24/18,8,Aug,3,2018
1447403212,12/4/18,12,Dec,4,2018
1447306817,11/5/18,11,Nov,4,2018
1447386267,6/22/18,6,Jun,2,2018
1447189599,1/19/18,1,Jan,1,2018
1447399901,2/23/18,2,Feb,1,2018
1447399907,11/18/18,11,Nov,4,2018
1447322709,2/2/18,2,Feb,1,2018
1447269513,2/12/18,2,Feb,1,2018
1447306129,2/5/18,2,Feb,1,2018
1447385917,11/13/18,11,Nov,4,2018
1447325918,3/25/18,3,Mar,1,2018
1447299631,3/4/18,3,Mar,1,2018
1447278502,11/16/18,11,Nov,4,2018
1447178198,5/27/18,5,May,2,2018
1447335402,12/12/18,12,Dec,4,2018
1447335403,2/16/18,2,Feb,1,2018
1447369943,6/30/18,6,Jun,2,2018
1447365153,10/18/18,10,Oct,4,2018
1447231053,7/28/18,7,Jul,3,2018
1447365154,12/12/18,12,Dec,4,2018
1447182376,11/5/18,11,Nov,4,2018
1447183196,3/19/18,3,Mar,1,2018
1447182379,1/28/18,1,Jan,1,2018
1447405827,1/18/18,1,Jan,1,2018
1447182373,7/13/18,7,Jul,3,2018
1447184605,3/16/18,3,Mar,1,2018
1447306134,2/25/18,2,Feb,1,2018
1447182883,11/2/18,11,Nov,4,2018
1447184588,7/10/18,7,Jul,3,2018
1447255583,4/12/18,4,Apr,2,2018
1447231072,12/1/18,12,Dec,4,2018
1447182882,1/20/18,1,Jan,1,2018
1447320586,3/17/18,3,Mar,1,2018
1447320592,1/22/18,1,Jan,1,2018
1447223804,3/8/18,3,Mar,1,2018
1447184604,9/19/18,9,Sep,3,2018
1447320595,5/11/18,5,May,2,2018
1447320606,10/21/18,10,Oct,4,2018
1447406958,1/23/18,1,Jan,1,2018
1447182401,9/20/18,9,Sep,3,2018
1447399914,10/1/18,10,Oct,4,2018
1447231073,7/2/18,7,Jul,3,2018
1447182884,10/25/18,10,Oct,4,2018
1447254391,4/8/18,4,Apr,2,2018
1447254392,10/29/18,10,Oct,4,2018
1447245217,12/5/18,12,Dec,4,2018
1447320583,4/22/18,4,Apr,2,2018
1447320594,6/3/18,6,Jun,2,2018
1447264574,10/9/18,10,Oct,4,2018
1447355119,8/19/18,8,Aug,3,2018
1447320588,2/25/18,2,Feb,1,2018
1447372037,8/25/18,8,Aug,3,2018
1447399904,1/30/18,1,Jan,1,2018
1447355123,11/16/18,11,Nov,4,2018
1447355124,9/4/18,9,Sep,3,2018
1447343380,9/29/18,9,Sep,3,2018
1447184598,4/15/18,4,Apr,2,2018
1447182389,3/16/18,3,Mar,1,2018
1447184589,8/17/18,8,Aug,3,2018
1447320587,1/27/18,1,Jan,1,2018
1447327907,10/28/18,10,Oct,4,2018
1447399913,4/13/18,4,Apr,2,2018
1447213260,10/5/18,10,Oct,4,2018
1447399915,12/7/18,12,Dec,4,2018
1447182390,11/7/18,11,Nov,4,2018
1447355337,5/23/18,5,May,2,2018
1447182886,9/2/18,9,Sep,3,2018
1447299610,5/23/18,5,May,2,2018
1447182885,6/10/18,6,Jun,2,2018
1447373231,5/1/18,5,May,2,2018
1447371388,7/2/18,7,Jul,3,2018
1447184599,12/5/18,12,Dec,4,2018
1447410408,2/10/18,2,Feb,1,2018
1447391027,10/15/18,10,Oct,4,2018
1447264569,4/11/18,4,Apr,2,2018
1447214824,12/22/18,12,Dec,4,2018
1447308839,11/17/18,11,Nov,4,2018
1447214826,1/23/18,1,Jan,1,2018
1447414291,8/17/18,8,Aug,3,2018
1447286499,3/26/18,3,Mar,1,2018
1447328085,12/27/18,12,Dec,4,2018
1447214825,7/16/18,7,Jul,3,2018
1447350348,2/9/18,2,Feb,1,2018
1447371476,3/11/18,3,Mar,1,2018
1447235003,6/12/18,6,Jun,2,2018
1447237186,5/11/18,5,May,2,2018
1447329264,11/12/18,11,Nov,4,2018
1447329263,3/11/18,3,Mar,1,2018
1447305655,11/10/18,11,Nov,4,2018
1447390851,8/20/18,8,Aug,3,2018
1447385218,1/20/18,1,Jan,1,2018
1447337779,11/2/18,11,Nov,4,2018
1447406948,8/2/18,8,Aug,3,2018
1447154165,6/24/18,6,Jun,2,2018
1447163389,8/5/18,8,Aug,3,2018
1447213717,7/19/18,7,Jul,3,2018
1447153523,5/13/18,5,May,2,2018
1447368704,5/20/18,5,May,2,2018
1447213718,11/26/18,11,Nov,4,2018
1447213716,8/17/18,8,Aug,3,2018
1447157082,3/25/18,3,Mar,1,2018
1447217765,6/18/18,6,Jun,2,2018
1447157083,8/17/18,8,Aug,3,2018
1447402534,12/17/18,12,Dec,4,2018
1447380111,6/6/18,6,Jun,2,2018
1447329989,10/15/18,10,Oct,4,2018
1447326024,3/15/18,3,Mar,1,2018
1447170964,7/13/18,7,Jul,3,2018
1447149897,4/13/18,4,Apr,2,2018
1447235370,3/26/18,3,Mar,1,2018
1447157036,9/1/18,9,Sep,3,2018
1447296347,9/23/18,9,Sep,3,2018
1447296345,7/19/18,7,Jul,3,2018
1447157049,8/6/18,8,Aug,3,2018
1447157061,9/30/18,9,Sep,3,2018
1447157035,7/9/18,7,Jul,3,2018
1447157048,2/25/18,2,Feb,1,2018
1447204450,10/27/18,10,Oct,4,2018
1447368716,12/6/18,12,Dec,4,2018
1447358790,9/9/18,9,Sep,3,2018
1447281733,1/2/18,1,Jan,1,2018
1447281738,11/7/18,11,Nov,4,2018
1447385611,7/11/18,7,Jul,3,2018
1447217766,1/6/18,1,Jan,1,2018
1447164686,5/28/18,5,May,2,2018
1447351504,6/10/18,6,Jun,2,2018
1447351505,10/27/18,10,Oct,4,2018
1447184438,11/26/18,11,Nov,4,2018
1447184437,9/15/18,9,Sep,3,2018
